genes	Symbol	Entrezid	Genename	logFC.a8_DJvsC.CONC	logFC.a9_JvsC.CONC	logFC.a10_DvsC.CONC	logCPM	F	PValue	FDR
ENSMUSG00000056258	Kcnq3	110862	potassium voltage-gated channel, subfamily Q, member 3	0.152977831170764	0.0241633262638493	0.237636092046409	4.51430663034035	1.37632425685466	0.265835482504616	0.471510862812002
ENSMUSG00000009075	Cabp7	192650	calcium binding protein 7	0.373544636391119	0.251719777575082	-0.0228256533979325	0.385011778550339	1.37273101333663	0.265835604171041	0.471510862812002
ENSMUSG00000021598	Med10	28077	mediator complex subunit 10	-0.180647825597109	-0.117864021284052	-0.01432480728507	3.8111818542147	1.37192464555544	0.266077938873998	0.471881690319607
ENSMUSG00000039968	Rsbn1l	242860	round spermatid basic protein 1-like	0.137920055498423	0.0473685034046144	0.147411632957215	6.34524755800186	1.37319551526134	0.266117391139232	0.471884614995148
ENSMUSG00000026965	Anapc2	99152	anaphase promoting complex subunit 2	-0.0711552675954386	-0.0369753606320811	0.0191421005165791	6.01401563168876	1.37169791408569	0.266146116211489	0.471884614995148
ENSMUSG00000039100	March6	223455	membrane-associated ring finger (C3HC4) 6	0.123984648407562	0.0644678126184644	0.0474738812932364	7.30041300613196	1.37156427300943	0.266186309536519	0.471896899160842
ENSMUSG00000021285	Ppp1r13b	21981	protein phosphatase 1, regulatory (inhibitor) subunit 13B	0.0693601482536718	0.0827493486604865	0.0187121138242854	6.12119524676288	1.37123408169423	0.266285641716594	0.471977173729994
ENSMUSG00000033809	Alg3	208624	asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)	-0.237983172670866	-0.0746645101270994	-0.122141445697536	3.11614318252373	1.37119257151562	0.266298131857808	0.471977173729994
ENSMUSG00000017969	Ptgis	19223	prostaglandin I2 (prostacyclin) synthase	-0.0132959979880216	0.0215125470377031	-0.255280891999314	1.41867277410146	1.3707770277094	0.266423197579251	0.472059250818166
ENSMUSG00000035131	Brinp3	215378	bone morphogenetic protein/retinoic acid inducible neural specific 3	0.0461723486280884	0.194092763836991	-0.145888508997648	1.82110308250696	1.3706546019413	0.266460054774873	0.472059250818166
ENSMUSG00000030494	Rhpn2	52428	rhophilin, Rho GTPase binding protein 2	0.154983218691985	0.090992889793419	-0.0381575676815522	4.87360938696612	1.37093349529131	0.266475777365066	0.472059250818166
ENSMUSG00000038241	Cep250	16328	centrosomal protein 250	0.218388625244016	0.115489391441721	0.101338817569724	7.60419410734565	1.37473099657402	0.266495054703755	0.472059250818166
ENSMUSG00000020949	Fkbp3	30795	FK506 binding protein 3	-0.118507349152065	-0.137604577722665	-0.0301177615808891	6.20663139011583	1.370978261507	0.266510823333053	0.472059250818166
ENSMUSG00000005682	Pan2	103135	PAN2 poly(A) specific ribonuclease subunit	0.0738059220851207	0.0831985315501905	-0.0351226897226977	6.31876137739715	1.37023749125161	0.266585666191884	0.472090842390375
ENSMUSG00000021520	Uqcrb	67530	ubiquinol-cytochrome c reductase binding protein	-0.123926001438816	-0.106775661278296	0.00868047188951416	5.98637771228412	1.3707047733483	0.266595216297004	0.472090842390375
ENSMUSG00000028563	Tm2d1	94043	TM2 domain containing 1	-0.0948952099117518	-0.0770861468328065	0.0551863958502338	4.92162999471757	1.36972438546132	0.266740264940489	0.472204574428421
ENSMUSG00000022105	Rb1	19645	RB transcriptional corepressor 1	0.194804035721539	0.106628291544133	0.0726433226897017	6.27635257400388	1.37246624339629	0.266749657223593	0.472204574428421
ENSMUSG00000089706	B230216N24Rik	78603	RIKEN cDNA B230216N24 gene	0.344099851274894	-0.135324342127794	-0.180859892390227	0.723519447105806	1.36953886523859	0.266796183564623	0.472204574428421
ENSMUSG00000046947	Adck2	57869	aarF domain containing kinase 2	-0.0976705524692074	-0.0345000845347132	0.0158753885483774	4.64974147361705	1.36945082090895	0.266822725444221	0.472204574428421
ENSMUSG00000032860	P2ry2	18442	purinergic receptor P2Y, G-protein coupled 2	-0.402651288331705	-0.429645765418655	-0.200016217109158	0.260310347940576	1.36944037244059	0.266825875413663	0.472204574428421
ENSMUSG00000029440	Psmd9	67151	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	-0.156775746614693	-0.117654285257419	-0.0930277095293826	4.81829756051204	1.36909778251835	0.266929178252769	0.472328467343618
ENSMUSG00000038762	Abcf1	224742	ATP-binding cassette, sub-family F (GCN20), member 1	-0.0433498137884846	-0.0811417701521402	-0.00387275637817907	6.87810559440651	1.36845806598067	0.267122178945931	0.47261102900062
ENSMUSG00000000740	Rpl13	270106	ribosomal protein L13	-0.216117108621123	-0.150111186683594	-0.0780240307876442	7.72755001057029	1.37315240936183	0.267191704256298	0.472645681548
ENSMUSG00000009108	Gnat2	14686	guanine nucleotide binding protein, alpha transducing 2	-0.0499692907565427	0.0810431366719197	0.0788040774158003	7.28210532880548	1.36813590173246	0.267219426204095	0.472645681548
ENSMUSG00000003038	Hmgn2	15331	high mobility group nucleosomal binding domain 2	-0.101393029627938	0.108193398820772	0.008067588370016	8.38135566580114	1.37093289894728	0.267241718010468	0.472645681548
ENSMUSG00000044645	Gm7334	654432	B-cell translocation gene 3 pseudogene	-1.28012681676124	0.0838562334681873	-1.19209850181258	1.81661226967845	1.38082820869714	0.267452031516509	0.472958678520718
ENSMUSG00000032743	D430042O09Rik	233865	RIKEN cDNA D430042O09 gene	0.091099374448351	0.0532661514552232	0.00298912285741377	7.90006271772283	1.36713102592594	0.267522974622928	0.473025167393849
ENSMUSG00000040599	Mis12	67139	MIS12 kinetochore complex component	0.0343952571409381	-0.0594654175314082	0.0391929683705839	5.07171737485763	1.36674871256503	0.267638549877627	0.473170546929714
ENSMUSG00000023020	Cox14	66379	cytochrome c oxidase assembly protein 14	-0.293350449379643	-0.197373732946903	-0.107954303604901	4.48821248375068	1.3711761318747	0.267679080331946	0.473183231599874
ENSMUSG00000042390	Gatad2b	229542	GATA zinc finger domain containing 2B	0.179468182491026	0.0454286867579507	0.0322999820935998	4.81213600290602	1.36640151669498	0.26774355086094	0.473186734855673
ENSMUSG00000030319	Cand2	67088	cullin-associated and neddylation-dissociated 2 (putative)	-0.0224405945213803	0.0243147264024583	0.142274466473015	3.70039003117737	1.36638755553672	0.267747773909945	0.473186734855673
ENSMUSG00000035279	Ssc5d	269855	scavenger receptor cysteine rich family, 5 domains	0.110511466156702	-0.00414690944346413	-0.0796168804861979	4.47613757682662	1.36582213602258	0.267918859408976	0.473430112054774
ENSMUSG00000061111	Mcrip1	192173	MAPK regulated corepressor interacting protein 1	-0.281675416044112	-0.125421919431388	-0.157815554665155	5.50152722116684	1.37225603175194	0.267959133582965	0.473442305269391
ENSMUSG00000029641	Rasl11a	68895	RAS-like, family 11, member A	-0.402454627905471	-0.161662405084374	-0.206794280736974	2.05110247766377	1.3654012444364	0.268046282196715	0.473448987984003
ENSMUSG00000056596	Trnp1	69539	TMF1-regulated nuclear protein 1	-0.217663169733806	-0.112463478981404	-0.130534920666153	7.36588457501884	1.36957774819136	0.26808272947244	0.473448987984003
ENSMUSG00000043467	Zbtb37	240869	zinc finger and BTB domain containing 37	0.154250323791889	0.194469135607764	-0.059514472749828	4.96954752615861	1.37115111116615	0.2680962041662	0.473448987984003
ENSMUSG00000031546	Gins4	109145	GINS complex subunit 4 (Sld5 homolog)	-0.206443900439417	-0.102032008264419	-0.0591350039344173	3.69696171901684	1.36511026197647	0.268134409985672	0.473448987984003
ENSMUSG00000055202	Zfp811	240063	zinc finger protein 811	0.198696609764433	0.0554200573122582	-0.140159097834984	1.53123320916989	1.36506758593585	0.268147337335048	0.473448987984003
ENSMUSG00000066798	Zbtb6	241322	zinc finger and BTB domain containing 6	0.129263882773293	-0.0484468187132334	0.0372034748921581	6.03778695517387	1.36619474503985	0.268216784770005	0.473448987984003
ENSMUSG00000030264	Thumpd3	14911	THUMP domain containing 3	-0.0377344538940472	-0.0585283952460046	-0.146593843714449	4.10303416238021	1.3648170271414	0.268223248335224	0.473448987984003
ENSMUSG00000034343	Ube2f	67921	ubiquitin-conjugating enzyme E2F (putative)	-0.0940406716849131	-0.108497425706822	-0.0452582909677092	4.90553652845757	1.3647141300426	0.268254428772256	0.473448987984003
ENSMUSG00000040767	Snrnp25	78372	small nuclear ribonucleoprotein 25 (U11/U12)	-0.29694394827673	-0.29515939034646	-0.24950118066527	3.20588832149467	1.3672988751491	0.268275996173706	0.473448987984003
ENSMUSG00000026556	Vangl2	93840	VANGL planar cell polarity 2	0.123376309859932	0.0763216420335057	0.170986006568018	3.31097937903443	1.36449401840266	0.268321139986619	0.473448987984003
ENSMUSG00000033066	Gas7	14457	growth arrest specific 7	0.0421376584585402	0.201264073449667	0.185523384867552	7.89325917700821	1.37075936439983	0.268335024400763	0.473448987984003
ENSMUSG00000047606	Ankrd34c	330998	ankyrin repeat domain 34C	0.169439875533651	0.254941384532137	-0.00709836233014773	2.35668158988321	1.36428270683148	0.268385199206769	0.473448987984003
ENSMUSG00000043448	Gjc2	118454	gap junction protein, gamma 2	-0.0949332960715739	0.141254991092166	-0.512776133943103	-0.223273083138424	1.36424450122219	0.268396782839938	0.473448987984003
ENSMUSG00000044475	Ascc1	69090	activating signal cointegrator 1 complex subunit 1	-0.148897448013228	-0.0480364661600328	0.0293592351189776	5.01026326145676	1.36413205044141	0.268430879822262	0.473450262483975
ENSMUSG00000037103	Dcaf15	212123	DDB1 and CUL4 associated factor 15	-0.137223573152123	0.0107052230867713	0.0546540195612349	4.09330567015729	1.36400753838201	0.268468638884401	0.473457994929651
ENSMUSG00000042659	Arrdc4	66412	arrestin domain containing 4	-0.193318504736642	0.0176764416112446	-0.0543378121038088	2.85254175202621	1.3635796101596	0.26859845003409	0.473599788638672
ENSMUSG00000035179	Ppp1r32	67752	protein phosphatase 1, regulatory subunit 32	0.316844539761765	0.654584961296362	0.451139508747932	-0.31255171025582	1.36336375352325	0.268663952771589	0.473599788638672
ENSMUSG00000018395	Kif3a	16568	kinesin family member 3A	-0.103399922976717	-0.00769860275616829	-0.0392196377191935	6.12957029111876	1.36320184800925	0.268713093936557	0.473599788638672
ENSMUSG00000074818	Pdzd7	100503041	PDZ domain containing 7	-0.0211150589272657	0.0533115515405429	-0.208101804629776	2.01950005941051	1.36316427258492	0.268724499982083	0.473599788638672
ENSMUSG00000028024	Enpep	13809	glutamyl aminopeptidase	0.388476021345651	0.267004853557201	0.190374897084756	1.56448107254669	1.36302938115335	0.268765450231474	0.473599788638672
ENSMUSG00000091803	Cox16	66272	cytochrome c oxidase assembly protein 16	-0.0664196619279819	-0.0533356796917077	0.0837266463134436	4.33628711767046	1.36297259881521	0.268782689982978	0.473599788638672
ENSMUSG00000054679	Srsf12	272009	serine/arginine-rich splicing factor 12	0.00922684827446173	0.146833032371013	0.0895300097687177	3.41353307883222	1.36297244599267	0.26878273638305	0.473599788638672
ENSMUSG00000025421	Hdhd2	76987	haloacid dehalogenase-like hydrolase domain containing 2	-0.0742181122795043	-0.0134918651303126	0.0281664280668052	5.90496383981731	1.36273103122356	0.268856044572171	0.473670125223649
ENSMUSG00000025925	Terf1	21749	telomeric repeat binding factor 1	0.0930131718656251	0.0287699307686655	-0.0696102897142298	3.99975587848927	1.36243348876072	0.268946423183396	0.47377051524645
ENSMUSG00000055053	Nfic	18029	nuclear factor I/C	0.106808833491462	0.0966943324471938	0.116128315916319	7.56432725848799	1.36218124350422	0.269023065802805	0.473846686302284
ENSMUSG00000000902	Smarcb1	20587	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	-0.0793965505523586	-0.0382992122112275	-0.00450890532232835	6.27014503669021	1.36198684067033	0.269082147918023	0.473863251185479
ENSMUSG00000008958	Vps72	21427	vacuolar protein sorting 72	-0.0992394542508407	-0.0335389919246625	-0.0192296954213275	5.22476988756206	1.36183192999247	0.269129236735459	0.473863251185479
ENSMUSG00000029217	Tec	21682	tec protein tyrosine kinase	0.225126537292764	-0.153969154362385	-0.134684855943384	1.67470660230328	1.36182059974075	0.269132681150529	0.473863251185479
ENSMUSG00000045767	B230219D22Rik	78521	RIKEN cDNA B230219D22 gene	0.00801239857428298	-0.0361321070472366	0.0728620540984852	7.48758807740251	1.36160969517231	0.26919680427925	0.473887736049356
ENSMUSG00000038084	Opa1	74143	OPA1, mitochondrial dynamin like GTPase	0.0522961928240989	0.0561253457445103	0.112778964624752	6.83996410511315	1.36152806790124	0.269221626091539	0.473887736049356
ENSMUSG00000035351	Nup37	69736	nucleoporin 37	-0.150652047148762	0.133687580755476	0.00783307278378515	2.14792278237957	1.3614452791262	0.269246803366545	0.473887736049356
ENSMUSG00000017446	C1qtnf1	56745	C1q and tumor necrosis factor related protein 1	-0.484700586898152	-0.285424015029245	-0.28946177763844	0.444118428670962	1.36125913074469	0.269303422134869	0.47392858781854
ENSMUSG00000025893	Kbtbd3	69149	kelch repeat and BTB (POZ) domain containing 3	0.122764920791477	-0.0157635494801503	-0.0535711739011019	4.26093010787	1.36114836190544	0.269337118983583	0.473929095745611
ENSMUSG00000032356	Rasgrf1	19417	RAS protein-specific guanine nucleotide-releasing factor 1	0.118905144089981	0.112290947827157	0.0457860637939216	6.45465774715748	1.36085099990308	0.269427599298512	0.474000988109691
ENSMUSG00000044456	Rin3	217835	Ras and Rab interactor 3	-0.472912473910661	-0.383050828703224	-0.0968052574696302	-0.00395259441924239	1.36068865293022	0.269477010113742	0.474000988109691
ENSMUSG00000020335	Zfp354b	27274	zinc finger protein 354B	0.0492913461948471	-0.033648197442163	0.192239478458996	2.16591327638572	1.36056319374432	0.269515200025034	0.474000988109691
ENSMUSG00000022091	Sorbs3	20410	sorbin and SH3 domain containing 3	0.129241166649869	-0.0429692522842985	0.0696859350087314	3.70150179151417	1.36053716052607	0.269523125221294	0.474000988109691
ENSMUSG00000002108	Nr1h3	22259	nuclear receptor subfamily 1, group H, member 3	-0.347430495082671	-0.220564255422582	-0.224977282513709	1.68439497439675	1.36042677541474	0.26955673185932	0.474000988109691
ENSMUSG00000058013	Sept11	52398	septin 11	0.0369639519942602	-0.0475567139403111	-0.0307216243528601	6.03525470868789	1.36031892949037	0.269589569363282	0.474000988109691
ENSMUSG00000061104	Sap18b	100041953	Sin3-associated polypeptide 18B	-0.135032640207548	-0.129865008822226	-0.129582307041016	5.28197672270386	1.36013640392066	0.269645154551383	0.474000988109691
ENSMUSG00000034748	Sirt6	50721	sirtuin 6	-0.162620962118529	-0.0342905821552379	-0.130937087718925	3.70542727112778	1.36009991107645	0.269656269183619	0.474000988109691
ENSMUSG00000017754	Pltp	18830	phospholipid transfer protein	0.20820264477722	0.165955949149176	0.119007596039517	4.23775602905917	1.35982828537691	0.269739012213746	0.474000988109691
ENSMUSG00000030008	Pradc1	73327	protease-associated domain containing 1	-0.215151662591614	-0.0280394715485387	-0.140091061001795	3.26367811947286	1.35974983883732	0.26976291329194	0.474000988109691
ENSMUSG00000000751	Rpa1	68275	replication protein A1	0.0968247841037979	0.0494886577013502	0.0854883229264765	7.17702664497054	1.35973424662348	0.269767664169272	0.474000988109691
ENSMUSG00000026469	Xpr1	19775	xenotropic and polytropic retrovirus receptor 1	0.147832706026829	0.0789176657968443	0.099855671106292	7.68102263030172	1.35969725580509	0.269778935429131	0.474000988109691
ENSMUSG00000020773	Trim47	217333	tripartite motif-containing 47	-0.00450693056189262	-0.125270192452862	-0.399591493790254	0.94016600144958	1.35957283310696	0.269816850901523	0.474008897447554
ENSMUSG00000021226	Acot2	171210	acyl-CoA thioesterase 2	-0.251458553448663	-0.3046345799439	-0.0588736640837495	1.54638767574951	1.35913256361627	0.269951056166438	0.474185943880273
ENSMUSG00000033083	Tbc1d4	210789	TBC1 domain family, member 4	0.15220439688041	0.0587283684524042	-0.0440434894874237	3.60898990458556	1.35878009147972	0.270058545161411	0.474316023481463
ENSMUSG00000031403	Dkc1	245474	dyskeratosis congenita 1, dyskerin	-0.0396005373089047	-0.0688162347488927	0.0384787707603579	5.09392306989342	1.3582733965332	0.270213138151642	0.474528791510175
ENSMUSG00000042353	Frem3	333315	Fras1 related extracellular matrix protein 3	0.0274392129701532	0.282464362955388	0.248392429484247	1.33292739567666	1.35802443628506	0.270289127487746	0.474603485894438
ENSMUSG00000040536	Necab1	69352	N-terminal EF-hand calcium binding protein 1	0.164328752379362	0.109076024499129	0.170431887796839	6.19204941001676	1.36080717393637	0.270351588134353	0.474619737961989
ENSMUSG00000021090	Lrrc9	78257	leucine rich repeat containing 9	0.0597223278894742	0.192135163154631	-0.363311940275127	0.638864776202316	1.35766857414298	0.270397782066401	0.474619737961989
ENSMUSG00000061559	Wdr61	66317	WD repeat domain 61	-0.186413885115978	-0.0613490119239401	-0.0723658616367878	5.54464871590007	1.35819542155134	0.270398753856534	0.474619737961989
ENSMUSG00000092060	Bend4	666938	BEN domain containing 4	-0.0490509235434661	-0.184200678404506	-0.230609938128223	4.97056652576295	1.3612046238497	0.27069105455558	0.475008666645143
ENSMUSG00000078974	Sec61g	20335	SEC61, gamma subunit	-0.209950859152205	-0.262539846254976	-0.155582562528762	3.11607527324652	1.35666473289457	0.270704510545169	0.475008666645143
ENSMUSG00000020268	Lyrm7	75530	LYR motif containing 7	0.0555544685806887	0.0912808003867848	0.181783616802555	3.10388344387523	1.35661149848291	0.270720785973917	0.475008666645143
ENSMUSG00000078502	Gm13212	433801	predicted gene 13212	-0.576745812039873	-0.367027267909887	0.157815665384606	-0.50672666840629	1.3564068365295	0.270783366370786	0.47505971250754
ENSMUSG00000036103	Colec12	140792	collectin sub-family member 12	0.275408897472161	0.066000381632259	0.178372738296291	2.54631984519621	1.35626016170485	0.270828224398147	0.475079657637209
ENSMUSG00000022898	Dscr3	13185	DSCR3 arrestin fold containing	-0.0353753477623857	-0.115157361499984	-0.1259869687748	4.54461343200932	1.35612216755797	0.270870434152954	0.475094952880044
ENSMUSG00000072694	1500011B03Rik	66236	RIKEN cDNA 1500011B03 gene	-0.133743771338055	-0.0114011587491196	0.039755904935774	5.58767182988883	1.35591524097402	0.270946348237917	0.475169352961193
ENSMUSG00000015882	Lcorl	209707	ligand dependent nuclear receptor corepressor-like	0.167654440974224	0.134296808977692	0.201169264094981	5.39975634715791	1.35847115986362	0.271039311044751	0.47527362997291
ENSMUSG00000018068	Ints2	70422	integrator complex subunit 2	0.029699813876356	0.109351359934421	-0.0496971611091946	5.34789168246774	1.35539452516898	0.271093111287752	0.475309217244845
ENSMUSG00000086290	Snhg12	100039864	small nucleolar RNA host gene 12	0.0348859013462355	-0.0808098813381368	0.12660197308512	4.42765095846305	1.35520220749889	0.271151994996062	0.475353707490625
ENSMUSG00000066148	Prpf4	70052	pre-mRNA processing factor 4	0.0508474894188234	0.0671178706664686	0.133183112234314	5.16904592395178	1.35503330674695	0.271203719135342	0.475385636927463
ENSMUSG00000029344	Tpst2	22022	protein-tyrosine sulfotransferase 2	-0.153542252552129	-0.0203295278953596	0.0715423599839068	3.52002141207054	1.35482983531443	0.271266042874719	0.475417777173021
ENSMUSG00000035045	Zc3h12b	547176	zinc finger CCCH-type containing 12B	0.270045858029917	0.130773000385658	0.130020470214214	4.48291324498551	1.35734598085044	0.271289081222022	0.475417777173021
ENSMUSG00000023832	Acat2	110460	acetyl-Coenzyme A acetyltransferase 2	-0.0503243362559378	0.0143785564255924	-0.122094271964842	4.63212177902393	1.35460198113486	0.271335851553342	0.475441006686724
ENSMUSG00000027247	Arhgap1	228359	Rho GTPase activating protein 1	0.0312174833130845	0.0907826667802305	0.013446975619172	5.74187150400715	1.3543251263882	0.271420696144399	0.475472416578286
ENSMUSG00000025470	Zfp511	69752	zinc finger protein 511	-0.20112241021574	0.0495771341463413	-0.0195167233864722	3.1792146217065	1.35432475060279	0.271420811324613	0.475472416578286
ENSMUSG00000044857	Lemd2	224640	LEM domain containing 2	-0.110072336157568	-0.0991996672222957	-0.0180932331384078	4.96684579365243	1.35397575109529	0.271527801941081	0.47555001921243
ENSMUSG00000020677	Ddx52	78394	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	-0.0344905980479799	0.0441604247985636	0.0681038517725868	5.49947272459977	1.3539615532911	0.271532155337705	0.47555001921243
ENSMUSG00000097456	LOC100862268	100862268	uncharacterized LOC100862268	0.0055588048227513	0.218338649736553	0.180893060088335	2.17495032907242	1.35361205141729	0.271639342521769	0.475679016542872
ENSMUSG00000017817	Jph2	59091	junctophilin 2	0.085383487955706	0.353993528211006	0.335824502070676	0.339584578485156	1.35343102985129	0.271694875318391	0.475717539035632
ENSMUSG00000071252	2210408I21Rik	72371	RIKEN cDNA 2210408I21 gene	-0.0202951473850027	0.12165981888256	-0.0749928973952228	3.40973187129738	1.35282101054015	0.271882094566138	0.475986596756169
ENSMUSG00000072683	Gm7457	665037	predicted gene 7457	0.0253305276448191	0.269479289484496	-0.443852704595896	-0.423334697384637	1.35257422989805	0.271957868749396	0.476060504205199
ENSMUSG00000032997	Chpf	74241	chondroitin polymerizing factor	-0.141078138712693	-0.0664348804404485	-0.0524920032766248	5.48536424179111	1.35223646234332	0.272061613653963	0.476115037913661
ENSMUSG00000038128	Camk4	12326	calcium/calmodulin-dependent protein kinase IV	0.0726406518777405	0.15597675601058	-0.0444606829560678	5.54471568776411	1.35569333188282	0.272066063991106	0.476115037913661
ENSMUSG00000022357	Klhl38	268807	kelch-like 38	0.302334211207953	0.254952847362983	0.00277206441664605	0.796790232626629	1.35214501222751	0.272089709034686	0.476115037913661
ENSMUSG00000037172	E330009J07Rik	243780	RIKEN cDNA E330009J07 gene	0.086052719154006	0.0509267302471594	-0.0152851629268615	5.21150488444047	1.35198968105563	0.272137436439513	0.476139821575103
ENSMUSG00000028461	Ccdc107	622404	coiled-coil domain containing 107	-0.236565886254549	-0.112794365608126	-0.143841758213846	5.45742223056596	1.35566559141034	0.272255921487188	0.476273907155534
ENSMUSG00000050973	Gdpgp1	269952	GDP-D-glucose phosphorylase 1	0.11976109716649	0.174142682724331	0.18693615765051	2.78161822492309	1.35148744719808	0.272291809377365	0.476273907155534
ENSMUSG00000039789	Zfp597	71063	zinc finger protein 597	0.00938348832553117	0.0823544751548195	-0.0618343006030131	5.92121671264418	1.35141269458842	0.272314793524499	0.476273907155534
ENSMUSG00000085433	Gm16001	108169069	predicted gene 16001	0.0297767442643943	0.125740017292146	-0.22008408215704	1.24255587388435	1.35099239173679	0.272444058775099	0.476423090660331
ENSMUSG00000001313	Rnd2	11858	Rho family GTPase 2	-0.218446937434278	-0.165797115201043	-0.0973926032937443	5.14862765186486	1.35340684721699	0.272467258883918	0.476423090660331
ENSMUSG00000070639	Lrrc8b	433926	leucine rich repeat containing 8 family, member B	0.0197682497726219	0.0601690395709311	0.125190141178876	6.27080614612211	1.35045351320463	0.272609879125458	0.476563771826527
ENSMUSG00000019066	Rab3d	19340	RAB3D, member RAS oncogene family	-0.230809849821125	-0.163983359477262	-0.0810030296603641	2.62840670487462	1.35034115097441	0.272644466829632	0.476563771826527
ENSMUSG00000032489	Kif9	16578	kinesin family member 9	-0.121911985378716	0.133814684940305	-0.0433930242131749	2.87314684210846	1.35027497391452	0.272664839651755	0.476563771826527
ENSMUSG00000029814	Igf2bp3	140488	insulin-like growth factor 2 mRNA binding protein 3	-0.219563536388232	0.0900203314333041	-0.391088508760676	1.00328291589868	1.35021894168598	0.272682090505845	0.476563771826527
ENSMUSG00000034218	Atm	11920	ataxia telangiectasia mutated	0.148943665553282	0.169608052873721	0.000419696633125866	5.44108186993762	1.35340592527587	0.272794360845703	0.476674261723331
ENSMUSG00000023051	Tarbp2	21357	TARBP2, RISC loading complex RNA binding subunit	-0.150133071576256	-0.0992695234360878	-0.0835401527722573	5.11767495019244	1.34979542441799	0.272812514516546	0.476674261723331
ENSMUSG00000039782	Cpeb2	231207	cytoplasmic polyadenylation element binding protein 2	0.118667990922293	0.1326753227154	-0.0714662392265131	5.79472755003793	1.35458672469717	0.272973414335053	0.476880747258179
ENSMUSG00000031756	Cenpn	72155	centromere protein N	0.0718415179973294	-0.171805300033401	-0.224683760919361	1.40363391654651	1.34919369371346	0.272997923902698	0.476880747258179
ENSMUSG00000020372	Rack1	14694	receptor for activated C kinase 1	-0.242945276921512	-0.187243209393424	-0.124113256717765	7.68721757635041	1.3555198113992	0.273077956870808	0.476961819277183
ENSMUSG00000030650	Tmc5	74424	transmembrane channel-like gene family 5	0.3180596240964	0.504526557991572	0.144678736725933	-0.281137156554068	1.3487737111468	0.273127404011842	0.476989456273789
ENSMUSG00000032128	Robo3	19649	roundabout guidance receptor 3	0.190517040025512	0.0983224384978767	-0.31715651658574	0.244551060075276	1.34836588753764	0.27325319236177	0.477150392275243
ENSMUSG00000025609	Mkln1	27418	muskelin 1, intracellular mediator containing kelch motifs	0.158436927357744	0.113043510450851	0.0610841825180715	7.49257636064926	1.3484234321838	0.273346557823109	0.477254679295831
ENSMUSG00000047749	Zc3hav1l	209032	zinc finger CCCH-type, antiviral 1-like	0.191392198634306	0.222586977742176	0.0834054794018946	2.59008240270314	1.34776995072347	0.273437102740037	0.477354016671199
ENSMUSG00000031980	Agt	11606	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	0.477169754014316	0.284165423179318	0.377699828826641	2.33681114624528	1.35114268293936	0.273488134615072	0.477384358022567
ENSMUSG00000036199	Ndufa13	67184	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	-0.302280353563554	-0.185826227519704	-0.178937330826616	5.7125452742102	1.35556895868362	0.273629838489678	0.477537927906583
ENSMUSG00000049539	Hist1h1a	80838	histone cluster 1, H1a	-0.627388952034549	-0.318688029788087	-0.528350172630698	-0.259957111213756	1.34704227673035	0.273661830457779	0.477537927906583
ENSMUSG00000034917	Tjp3	27375	tight junction protein 3	-0.30073867358978	-0.248594711707331	-0.333763615540503	1.40789676658936	1.34689591191029	0.273707053903994	0.477537927906583
ENSMUSG00000005312	Ubqln1	56085	ubiquilin 1	0.0901801532035163	0.0266000594956928	0.0845344658415296	7.05171233892362	1.3468839067294	0.273710763556212	0.477537927906583
ENSMUSG00000074619	1700034I23Rik	73297	FUN14 domain containing 2 pseudogene	-0.0886703746314797	0.206917336405281	-0.469014103024892	-0.129289273393628	1.34665611258677	0.27378116213272	0.477560758803268
ENSMUSG00000064368	ND6	17722	NADH dehydrogenase subunit 6	0.0606052028824407	0.0471123828944954	0.197933462484985	9.85923038480678	1.34864815965393	0.273791178016846	0.477560758803268
ENSMUSG00000023050	Map3k12	26404	mitogen-activated protein kinase kinase kinase 12	0.0755627960029327	0.0340424343233054	0.0171281814198735	6.28928322575843	1.346499040292	0.273829714692363	0.477569256531332
ENSMUSG00000021890	Eaf1	74427	ELL associated factor 1	-0.100508388697561	-0.0714920526969609	-0.0363181732837921	4.89171721897149	1.34638005450431	0.273866499887015	0.477574697897628
ENSMUSG00000020340	Cyfip2	76884	cytoplasmic FMR1 interacting protein 2	0.0512800187214755	0.0826707956250117	0.0155171025326324	8.79485460196106	1.34618747711577	0.273926046505254	0.477619824941437
ENSMUSG00000067288	Rps28	54127	ribosomal protein S28	-0.219836780702873	-0.178194114618919	-0.0615440196082657	5.09727719421195	1.34947134982045	0.273965228277805	0.477629436936087
ENSMUSG00000042116	Vwa1	246228	von Willebrand factor A domain containing 1	-0.179287823586454	-0.182019836893867	-0.220608587543971	2.67620884756147	1.34592434965715	0.274007428059347	0.47764430750183
ENSMUSG00000052151	Plpp2	50784	phospholipid phosphatase 2	-0.0958623405459932	0.0500866762971406	-0.188623418987146	5.84318748679762	1.35207732769602	0.274155519171834	0.477843739399391
ENSMUSG00000017221	Psmd3	22123	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	-0.0890327686024364	-0.0150871759317763	0.0405443647248739	6.6007044774758	1.34506185213367	0.27427435009252	0.477992129043304
